温度,0.5808303368907093
坚持,0.5360955780995036
凉快,0.14112672245943264
羡慕,0.11372135125517731
推迟,0.11243784454056736
广播,0.11064338581503547
耐心,0.10899392270765958
热闹,0.10077974293333333
举办,0.09787720839290781
熟悉,0.09251480764510638
工资,0.09059529651262412
提醒,0.08965231537631206
恐怕,0.0895872989270922
大概,0.08699877525134751
暂时,0.08679605237929078
距离,0.08629013994992908
拉圆,0.08478558512695035
赶页,0.08478558512695035
响份,0.08478558512695035
安排,0.08189039842950355
样子,0.08131572041163121
占线,0.07892261652269504
重点,0.07450541350553191
粗心,0.07207807116099291
引起,0.07091607844496453
导游,0.07056336122971632
完全,0.06841556606042554
堵车,0.06835459414843971
打针,0.067420060264539
害羞,0.0659255848651773
超过,0.06438040613276595
国际,0.06344981278028368
打折,0.06250412281375886
出差,0.06187608453475177
饺子,0.061116836335035465
个子,0.06093907769198582
盒子,0.06056301763312057
按时,0.05806343862744681
入口,0.05774309133404256
地址,0.05441252942113475
稍微,0.0540845080193617
来得及,0.054031283014751776
有趣,0.05378377989524823
冷静,0.05353225713234043
春节,0.05349528642177305
翻译,0.05313580752425532
伤心,0.05297408914921986
回忆,0.05219608264390071
后悔,0.05192501021255319
偶尔,0.05148578356198582
肚子,0.05091668050489362
吃惊,0.05025627485617021
禁止,0.048355525408652476
幸福,0.048284425078014184
收拾,0.04675748135609929
差不多,0.046414168620070924
主意,0.04630184130241134
正好,0.045975154817375886
出发,0.045936944735602836
知识,0.045736563230141844
详细,0.0456465802648227
流行,0.04548981800595745
提前,0.044950329115248225
整理,0.04471124360219858
区别,0.04468990296851064
严格,0.04368495434
公里,0.04305707278602837
竟然,0.04251156325964539
报道,0.04170501545503546
意见,0.04168871421978723
困难,0.04150276147829787
到底,0.041153495714893615
任务,0.039879514121418436
精神,0.03985612235049646
好像,0.03983638939624114
肯定,0.03969801795120567
往往,0.03926361381723405
来自,0.03916841509141844
共同,0.03913750512780142
调查,0.038899666347163124
反映,0.03839237803241134
标准,0.03838653482007092
方向,0.03791759838730496
严重,0.03778222114120567
成功,0.03761786457574468
正式,0.037327770412553196
范围,0.036841730054397163
逐渐,0.0365158056306383
支持,0.036007302856595744
消息,0.035743934440921984
直接,0.03431964066524823
可是,0.03417787344602837
所有,0.03405075968156028
随着,0.03290662622574468
起来,0.02809461309609929
发展,0.025355067733617023
